Date,coordinates
2/3/12,"(41.786260335, -87.665596361)"
4/2/12,"(41.785308691, -87.606037464)"
4/6/12,"(41.888165132, -87.622937212)"
3/8/12,"(41.866308306, -87.772928034)"
1/8/12,"(41.882364625, -87.667971455)"
3/1/12,"(41.885740288, -87.631590568)"
3/5/12,"(41.898175518, -87.643546363)"
3/5/12,"(41.899410159, -87.624131266)"
3/12/12,"(41.945994466, -87.803335995)"
3/10/12,"(41.924813371, -87.696692643)"
2/6/12,"(41.907080131, -87.724002367)"
3/2/12,"(41.706267651, -87.660151417)"
3/7/12,"(41.894934592, -87.638541967)"
2/11/12,"(41.805902172, -87.656387873)"
4/10/12,"(41.795191528, -87.588157998)"
3/1/12,"(41.658360833, -87.539884763)"
4/7/12,"(41.686539158, -87.63494204)"
4/4/12,"(41.671752504, -87.627280006)"
3/6/12,"(41.876552729, -87.763471539)"
3/11/12,"(41.971562096, -87.758793662)"
3/1/12,"(41.779121068, -87.656918917)"
3/4/12,"(41.954802694, -87.679207203)"
3/6/12,"(41.771737057, -87.698428543)"
2/9/12,"(41.783557051, -87.732678801)"
3/12/12,"(41.858966525, -87.715509718)"
4/1/12,"(41.998102226, -87.668488871)"
3/5/12,"(41.871729409, -87.716921564)"
1/6/12,"(41.885312381, -87.667573631)"
4/4/12,"(41.868713924, -87.683646889)"
2/5/12,"(41.887116764, -87.64867829)"
4/3/12,"(41.956774392, -87.649764097)"
3/1/12,"(41.780823998, -87.636050098)"
1/5/12,"(41.791624657, -87.675452689)"
2/11/12,"(41.786053236, -87.648595941)"
1/2/12,"(41.878638996, -87.627691486)"
4/10/12,"(41.864278658, -87.659733638)"
3/8/12,"(41.759740916, -87.708292632)"
2/2/12,"(41.890013524, -87.631664996)"
3/5/12,"(41.939355367, -87.704226118)"
1/12/12,"(41.885392221, -87.706632397)"
3/6/12,"(41.931994735, -87.766271177)"
2/10/12,"(41.953900467, -87.907472601)"
3/5/12,"(41.780946398, -87.621995369)"
1/12/12,"(41.774319025, -87.605795029)"
4/9/12,"(41.709104406, -87.53407889)"
1/6/12,"(41.932708981, -87.649528656)"
2/1/12,"(41.691873402, -87.633917743)"
2/10/12,"(41.798754356, -87.65377487)"
4/7/12,"(41.799741355, -87.648072487)"
4/7/12,"(41.93830385, -87.654052144)"
4/8/12,"(41.882539542, -87.627850543)"
3/8/12,"(41.890046473, -87.756380901)"
1/1/12,"(42.017759407, -87.670963196)"
4/5/12,"(41.965526323, -87.725508552)"
3/2/12,"(41.706210169, -87.626804247)"
2/12/12,"(41.850060897, -87.68068649)"
3/10/12,"(41.74355527, -87.630905732)"
3/7/12,"(41.879890416, -87.630832031)"
2/5/12,"(41.953916593, -87.708321746)"
1/7/12,"(41.778671235, -87.640835937)"
2/2/12,"(41.886862231, -87.736864593)"
3/11/12,"(41.764703269, -87.662191081)"
1/3/12,"(41.894027788, -87.749208636)"
1/1/12,"(41.819468019, -87.608413534)"
3/3/12,"(41.736993626, -87.545827764)"
4/1/12,"(41.810636362, -87.745686165)"
4/7/12,"(41.961584145, -87.669732678)"
4/8/12,"(41.76217303, -87.685620765)"
3/6/12,"(41.765141363, -87.648536096)"
1/6/12,"(41.941764624, -87.686904924)"
4/5/12,"(41.705717816, -87.702546548)"
3/7/12,"(41.785477594, -87.700889011)"
2/12/12,"(41.704527178, -87.634315286)"
3/6/12,"(41.906330258, -87.720776732)"
1/2/12,"(41.703773632, -87.56445552)"
1/5/12,"(41.735931109, -87.653642482)"
1/3/12,"(41.884694208, -87.754005299)"
3/8/12,"(41.865471501, -87.72393137)"
4/8/12,"(41.894317667, -87.745782842)"
1/7/12,"(41.750741553, -87.625814076)"
1/9/12,"(41.795065354, -87.665827691)"
1/6/12,"(41.746452147, -87.629379055)"
4/6/12,"(41.987504778, -87.693221412)"
1/5/12,"(41.836385231, -87.66571041)"
4/5/12,"(41.894506426, -87.707744348)"
2/11/12,"(41.762485013, -87.578892965)"
2/2/12,"(41.804895733, -87.743090475)"
1/4/12,"(41.894127803, -87.713834034)"
3/10/12,"(41.750971973, -87.580039254)"
3/5/12,"(41.764971149, -87.561511321)"
2/12/12,"(41.720780568, -87.632311326)"
3/5/12,"(41.827213381, -87.637421826)"
3/9/12,"(41.711841656, -87.600533786)"
3/6/12,"(41.934839728, -87.772820975)"
4/4/12,"(41.730554256, -87.585066112)"
1/6/12,"(41.706461608, -87.652546686)"
2/11/12,"(41.784111527, -87.688652292)"
1/6/12,"(41.881836603, -87.709322139)"
3/2/12,"(41.917857733, -87.731476174)"
3/1/12,"(41.764581624, -87.561127448)"
4/8/12,"(41.815630302, -87.621380589)"
3/1/12,"(41.907667159, -87.757456624)"
1/1/12,"(41.732645384, -87.563459161)"
2/1/12,"(41.777838294, -87.615566126)"
4/5/12,"(41.833139425, -87.615319213)"
1/6/12,"(41.793115777, -87.733271651)"
3/9/12,"(41.883091425, -87.748562787)"
3/6/12,"(41.858673854, -87.738565593)"
2/3/12,"(41.823835404, -87.616923741)"
4/5/12,"(41.904765246, -87.6954298)"
3/7/12,"(41.864351883, -87.724455969)"
3/6/12,"(41.938476526, -87.774090236)"
4/6/12,"(41.877625954, -87.750393514)"
2/2/12,"(41.706875037, -87.628265515)"
1/1/12,"(41.746409517, -87.642703493)"
4/4/12,"(41.935828488, -87.765175057)"
3/8/12,"(42.002478396, -87.66929687)"
3/9/12,"(41.814162811, -87.603994347)"
3/3/12,"(41.883500187, -87.627876698)"
1/4/12,"(41.875132462, -87.736173215)"
1/3/12,"(41.826758313, -87.632535927)"
1/1/12,"(41.880990522, -87.70463737)"
4/7/12,"(41.758054116, -87.635974108)"
1/12/12,"(42.019374665, -87.671730293)"
3/10/12,"(41.750053694, -87.555892554)"
1/3/12,"(41.75702248, -87.558073456)"
3/4/12,"(41.800291686, -87.668403073)"
2/4/12,"(41.790484547, -87.657745543)"
3/12/12,"(41.755759766, -87.636860218)"
2/7/12,"(41.902365801, -87.716854733)"
1/12/12,"(41.76160221, -87.606701086)"
2/1/12,"(41.676735364, -87.620471921)"
1/9/12,"(41.801852528, -87.630045663)"
4/10/12,"(41.746140855, -87.652406156)"
2/5/12,"(41.8508105, -87.685608239)"
1/8/12,"(41.980722311, -87.670699883)"
2/12/12,"(41.877613062, -87.647233851)"
2/11/12,"(41.89061114, -87.757892644)"
3/12/12,"(41.778490327, -87.683623452)"
3/8/12,"(41.87924295, -87.697255331)"
3/4/12,"(41.985230877, -87.717490419)"
3/4/12,"(41.816524477, -87.623967949)"
2/2/12,"(41.974346865, -87.718419045)"
3/1/12,"(41.746140855, -87.652406156)"
1/11/12,"(41.80966306, -87.711457301)"
1/4/12,"(41.770128396, -87.615377145)"
3/9/12,"(41.953436358, -87.746273229)"
3/8/12,"(41.945224917, -87.750436092)"
2/10/12,"(41.745218198, -87.643112014)"
4/1/12,"(41.7759329, -87.605831782)"
3/7/12,"(41.707519433, -87.601839023)"
2/11/12,"(42.017233312, -87.681647931)"
1/11/12,"(41.900915541, -87.718146987)"
1/5/12,"(41.999361685, -87.66799382)"
4/7/12,"(41.893815071, -87.773723397)"
3/8/12,"(41.902085462, -87.641168032)"
1/9/12,"(41.830373381, -87.676806309)"
4/3/12,"(41.883705962, -87.749067634)"
1/2/12,"(41.898871784, -87.734897895)"
4/2/12,"(41.922401684, -87.65229907)"
2/6/12,"(41.885384489, -87.707227401)"
1/12/12,"(41.755179375, -87.555794049)"
4/8/12,"(41.881949766, -87.647367397)"
1/1/12,"(41.769668779, -87.58886769)"
4/9/12,"(41.657312153, -87.598876128)"
1/7/12,"(41.801790103, -87.593458263)"
2/3/12,"(41.871371147, -87.627514417)"
2/4/12,"(42.002949816, -87.816424951)"
1/11/12,"(41.879783301, -87.724030421)"
2/4/12,"(41.902626035, -87.672367558)"
3/5/12,"(41.905828784, -87.688332903)"
1/8/12,"(41.893720636, -87.707068862)"
3/9/12,"(41.880751096, -87.723855981)"
4/3/12,"(41.678836153, -87.632294507)"
1/5/12,"(41.939566852, -87.724623088)"
1/4/12,"(41.874886344, -87.751850412)"
1/5/12,"(41.811454364, -87.689412617)"
4/5/12,"(41.884215578, -87.635371384)"
2/4/12,"(41.880555964, -87.64192187)"
2/7/12,"(41.696412344, -87.540079983)"
4/9/12,"(41.697169828, -87.646178191)"
2/12/12,"(41.763127087, -87.609158031)"
1/4/12,"(41.894478537, -87.716284154)"
3/10/12,"(41.895675136, -87.628569146)"
4/10/12,"(41.825642379, -87.617564012)"
2/2/12,"(41.774495045, -87.696934918)"
1/1/12,"(41.965839588, -87.663919288)"
2/9/12,"(41.786158718, -87.709015118)"
2/7/12,"(41.770183365, -87.620237396)"
2/1/12,"(41.72991452, -87.660457782)"
2/9/12,"(41.711755162, -87.621260784)"
1/9/12,"(41.808274761, -87.69450995)"
3/8/12,"(41.751457646, -87.552892516)"
3/3/12,"(41.918632498, -87.707012733)"
3/9/12,"(41.941785941, -87.722370873)"
2/3/12,"(41.952587436, -87.771867759)"
2/2/12,"(41.704841153, -87.602729974)"
1/4/12,"(41.889997691, -87.656459267)"
3/8/12,"(41.760575615, -87.587818247)"
2/9/12,"(41.756453516, -87.622430827)"
4/8/12,"(41.925301302, -87.712125142)"
4/6/12,"(41.876351148, -87.666880865)"
1/8/12,"(41.895239896, -87.745814792)"
3/1/12,"(41.945075847, -87.757877318)"
3/8/12,"(42.0160421, -87.668684758)"
1/7/12,"(41.976851852, -87.654999693)"
3/8/12,"(41.77514011, -87.590017895)"
4/4/12,"(41.879134117, -87.71094944)"
2/3/12,"(41.754313657, -87.640969555)"
3/6/12,"(41.886987874, -87.751729667)"
4/7/12,"(41.74719631, -87.602638387)"
1/8/12,"(41.947769384, -87.656965961)"
2/4/12,"(41.740990358, -87.63197064)"
3/9/12,"(41.686405557, -87.633731677)"
1/1/12,"(41.881787077, -87.646777915)"
2/10/12,"(41.808389342, -87.687517615)"
3/12/12,"(41.737414412, -87.54876843)"
1/2/12,"(41.706332184, -87.642813969)"
1/2/12,"(41.7357354, -87.667083562)"
3/8/12,"(41.741341671, -87.614657281)"
2/10/12,"(41.956578128, -87.651832375)"
2/8/12,"(41.914282447, -87.772207283)"
3/10/12,"(41.882470918, -87.627847625)"
2/4/12,"(41.801458486, -87.654410134)"
2/8/12,"(41.783027061, -87.613264336)"
2/5/12,"(41.966827086, -87.770731546)"
3/3/12,"(41.891877604, -87.745698694)"
1/10/12,"(41.669840371, -87.636835493)"
2/7/12,"(41.786701871, -87.636437419)"
3/7/12,"(41.884769738, -87.615751308)"
2/11/12,"(41.954129576, -87.68051551)"
1/6/12,"(41.82382333, -87.617628299)"
3/7/12,"(41.736824491, -87.592185586)"
2/8/12,"(41.806238699, -87.657613066)"
1/1/12,"(41.749141151, -87.554060268)"
1/9/12,"(41.769848355, -87.648163447)"
1/1/12,"(42.021173994, -87.673489176)"
2/11/12,"(41.780019526, -87.701947232)"
3/8/12,"(41.662741893, -87.640202075)"
3/4/12,"(41.755967254, -87.653170904)"
4/4/12,"(41.954775427, -87.730889996)"
4/2/12,"(41.750437407, -87.657810145)"
4/8/12,"(41.710136368, -87.608152623)"
2/1/12,"(41.901133376, -87.629904979)"
2/3/12,"(41.74580301, -87.604493725)"
2/8/12,"(41.765452556, -87.628746189)"
2/7/12,"(41.771640087, -87.575574375)"
3/2/12,"(41.891581539, -87.634538286)"
4/7/12,"(41.921874185, -87.695681982)"
3/7/12,"(41.774255638, -87.740944554)"
1/11/12,"(41.910258085, -87.763028573)"
2/8/12,"(41.930774077, -87.718389368)"
4/4/12,"(41.813183063, -87.60571854)"
2/3/12,"(41.785797404, -87.672864905)"
3/12/12,"(41.905819122, -87.687102355)"
2/9/12,"(41.930731638, -87.646517907)"
3/5/12,"(41.679682277, -87.640584064)"
3/3/12,"(41.954446289, -87.657472556)"
2/9/12,"(41.752607121, -87.587118865)"
1/2/12,"(41.866993033, -87.656984681)"
4/1/12,"(41.786189721, -87.64251506)"
3/8/12,"(41.869447309, -87.744861466)"
1/9/12,"(41.688027634, -87.624356223)"
2/7/12,"(41.901423427, -87.747036425)"
1/5/12,"(41.884248594, -87.667742585)"
4/3/12,"(42.019878675, -87.668247352)"
2/11/12,"(42.002225812, -87.680277948)"
1/7/12,"(41.80771742, -87.688081893)"
1/6/12,"(41.766075287, -87.680746614)"
1/10/12,"(41.984232397, -87.656631655)"
4/1/12,"(41.810350923, -87.672935536)"
1/8/12,"(41.690908016, -87.700798355)"
2/7/12,"(41.892649581, -87.629682213)"
4/7/12,"(41.819610164, -87.690358134)"
2/12/12,"(41.909798502, -87.65201424)"
3/12/12,"(41.933605971, -87.773618263)"
3/6/12,"(41.766997021, -87.589474083)"
4/6/12,"(41.756496183, -87.55289378)"
4/1/12,"(41.688026851, -87.667349046)"
3/3/12,"(41.890119495, -87.645094761)"
1/1/12,"(42.019232277, -87.66703966)"
1/1/12,"(41.985520928, -87.655955944)"
1/9/12,"(41.872555115, -87.724062358)"
3/11/12,"(41.767191036, -87.627176601)"
3/9/12,"(41.702313641, -87.563224189)"
3/8/12,"(41.877107715, -87.724041149)"
1/1/12,"(41.939566852, -87.724623088)"
3/12/12,"(41.767120022, -87.573879063)"
2/4/12,"(41.774356238, -87.602146893)"
1/12/12,"(41.993588017, -87.663764701)"
1/9/12,"(41.86565812, -87.723933269)"
4/9/12,"(41.786967406, -87.649110562)"
3/11/12,"(41.752416206, -87.577226129)"
2/8/12,"(41.796184191, -87.582561219)"
1/7/12,"(41.892927694, -87.693160263)"
3/9/12,"(41.79054357, -87.780130326)"
1/11/12,"(41.874363279, -87.643013039)"
2/9/12,"(41.764085988, -87.658007886)"
3/10/12,"(41.926387901, -87.794105635)"
2/10/12,"(41.687962756, -87.643457099)"
2/3/12,"(41.897960631, -87.632081223)"
2/4/12,"(41.87870641, -87.63693686)"
2/5/12,"(41.694603874, -87.652170116)"
2/11/12,"(41.775125329, -87.685967055)"
4/5/12,"(41.886670918, -87.683406223)"
4/4/12,"(41.975522955, -87.729050625)"
3/9/12,"(41.787427145, -87.621791726)"
4/7/12,"(41.737463317, -87.614553965)"
4/3/12,"(41.900731306, -87.64005129)"
2/1/12,"(41.697129489, -87.624179371)"
3/7/12,"(41.909664252, -87.742728815)"
2/2/12,"(41.858963386, -87.715946584)"
1/2/12,"(41.76740997, -87.690652359)"
2/6/12,"(42.011588423, -87.66445538)"
1/4/12,"(41.771153826, -87.667629981)"
1/12/12,"(41.809876032, -87.616602454)"
4/2/12,"(41.900870422, -87.624184899)"
3/4/12,"(41.977225127, -87.655010442)"
2/1/12,"(41.871563286, -87.696039071)"
3/9/12,"(41.882209791, -87.76703474)"
4/6/12,"(41.976012276, -87.680586281)"
2/6/12,"(41.736425998, -87.555562308)"
2/6/12,"(41.909384533, -87.765064273)"
2/8/12,"(41.754724423, -87.554667078)"
1/11/12,"(41.766418536, -87.646876661)"
2/6/12,"(41.745285231, -87.605067562)"
2/6/12,"(41.77149074, -87.656716814)"
1/12/12,"(41.975727573, -87.710344502)"
1/11/12,"(41.823436361, -87.689010074)"
3/1/12,"(41.747296571, -87.560092358)"
3/11/12,"(41.869292076, -87.691788034)"
3/12/12,"(41.771912372, -87.687539046)"
1/7/12,"(41.883936976, -87.683287039)"
3/9/12,"(41.770477527, -87.734743728)"
4/4/12,"(41.906603572, -87.762087592)"
1/9/12,"(41.89934072, -87.641994756)"
2/9/12,"(41.793876041, -87.649323127)"
4/9/12,"(41.913631929, -87.764372623)"
2/11/12,"(41.774992127, -87.692065102)"
2/4/12,"(41.79772009, -87.617676767)"
4/9/12,"(41.769969589, -87.628286191)"
4/10/12,"(41.939598168, -87.757834682)"
1/8/12,"(41.7030247, -87.620694297)"
1/2/12,"(41.899410159, -87.624131266)"
1/2/12,"(41.758571453, -87.561511043)"
2/8/12,"(41.937559391, -87.699010017)"
4/6/12,"(41.702121035, -87.541346428)"
2/2/12,"(41.998004642, -87.674409176)"
3/10/12,"(41.809506352, -87.700351934)"
2/12/12,"(41.958250773, -87.752416728)"
2/1/12,"(42.019512019, -87.687170579)"
1/8/12,"(41.897128159, -87.638694498)"
3/12/12,"(41.768144675, -87.650556947)"
2/10/12,"(41.933394653, -87.782124418)"
3/5/12,"(41.957415629, -87.75169636)"
1/6/12,"(41.941644506, -87.659802112)"
2/1/12,"(41.767020109, -87.595181198)"
2/7/12,"(41.918021772, -87.710266757)"
2/11/12,"(41.777635185, -87.615561058)"
1/12/12,"(41.866832248, -87.639235498)"
3/8/12,"(41.761626906, -87.592094503)"
3/11/12,"(41.848947187, -87.706386312)"
3/11/12,"(41.794614135, -87.645167671)"
2/3/12,"(41.880323629, -87.635270527)"
1/1/12,"(41.696348268, -87.530458072)"
3/5/12,"(41.857595049, -87.681857965)"
2/2/12,"(41.72458579, -87.63482689)"
4/5/12,"(41.751328486, -87.601228243)"
2/5/12,"(41.9480992, -87.786350145)"
2/2/12,"(41.935428755, -87.783400598)"
4/1/12,"(41.747375501, -87.551479822)"
2/4/12,"(41.866286439, -87.716202878)"
4/4/12,"(42.020078988, -87.668245265)"
3/7/12,"(41.856015648, -87.719968674)"
2/11/12,"(41.958230152, -87.759777428)"
1/3/12,"(41.766247597, -87.575997062)"
2/7/12,"(41.758815423, -87.680537954)"
3/11/12,"(41.911600527, -87.63315535)"
1/3/12,"(41.909664252, -87.742728815)"
1/11/12,"(41.767838617, -87.590182832)"
2/6/12,"(41.722108211, -87.600973936)"
3/7/12,"(41.790009327, -87.647479427)"
2/8/12,"(41.883533014, -87.688542507)"
4/4/12,"(41.871729915, -87.718551756)"
2/9/12,"(41.931582647, -87.742772889)"
4/4/12,"(41.722362598, -87.58382047)"
4/5/12,"(41.682157052, -87.650569839)"
2/11/12,"(41.884434972, -87.774796793)"
4/2/12,"(41.796087163, -87.723243221)"
4/8/12,"(41.873635421, -87.710081187)"
3/1/12,"(41.868165405, -87.62743954)"
1/1/12,"(41.779882406, -87.70396508)"
1/5/12,"(41.736008607, -87.643620985)"
3/6/12,"(41.773242511, -87.665313475)"
1/2/12,"(41.881183664, -87.685081252)"
2/3/12,"(41.875889809, -87.710837717)"
2/10/12,"(41.834124242, -87.669073117)"
1/7/12,"(41.759689835, -87.574915968)"
3/10/12,"(41.792836293, -87.755845327)"
2/10/12,"(41.900155706, -87.731150217)"
2/2/12,"(41.732599207, -87.585555292)"
1/5/12,"(41.651163012, -87.547159466)"
1/2/12,"(41.952251765, -87.765551253)"
1/10/12,"(41.88946287, -87.624222942)"
3/7/12,"(41.777448867, -87.637465161)"
1/9/12,"(41.689417613, -87.632629966)"
1/10/12,"(41.724842269, -87.630083889)"
1/2/12,"(41.805613438, -87.590568041)"
2/5/12,"(41.891860728, -87.709716732)"
4/9/12,"(41.68657447, -87.614410435)"
3/10/12,"(41.956633943, -87.711460649)"
3/6/12,"(41.903718232, -87.690738212)"
1/12/12,"(41.871025414, -87.699510379)"
1/11/12,"(41.884938365, -87.758905713)"
2/3/12,"(41.964010386, -87.654771913)"
1/8/12,"(41.858255575, -87.723691532)"
4/7/12,"(41.735335992, -87.663053811)"
2/7/12,"(41.721325872, -87.620580034)"
2/10/12,"(41.948979271, -87.757011425)"
2/12/12,"(41.874481598, -87.633993908)"
4/2/12,"(41.818649479, -87.631266971)"
2/4/12,"(41.729171506, -87.55456177)"
1/12/12,"(41.880966228, -87.706719713)"
3/12/12,"(41.765025476, -87.576275351)"
3/3/12,"(41.888165132, -87.622937212)"
2/11/12,"(41.750988943, -87.577191573)"
2/7/12,"(41.811344577, -87.668692272)"
2/9/12,"(41.745808966, -87.547926023)"
1/8/12,"(41.751026245, -87.563796601)"
1/12/12,"(41.956503547, -87.705653083)"
2/8/12,"(41.882457198, -87.627847776)"
1/4/12,"(41.727951539, -87.657983483)"
3/9/12,"(41.986066128, -87.728520584)"
2/7/12,"(41.958052756, -87.767161572)"
1/8/12,"(41.866202226, -87.723039647)"
1/7/12,"(41.826030043, -87.632815375)"
1/8/12,"(41.75766911, -87.621523127)"
1/6/12,"(41.723681363, -87.616308393)"
3/4/12,"(41.979020089, -87.655053915)"
1/7/12,"(41.877463972, -87.762949371)"
3/7/12,"(41.897982937, -87.624095634)"
2/4/12,"(41.933869895, -87.774843466)"
1/3/12,"(41.75218823, -87.662486383)"
2/7/12,"(41.913070294, -87.634770532)"
1/3/12,"(41.868180939, -87.709271389)"
4/4/12,"(41.787031195, -87.745384766)"
2/1/12,"(41.89822462, -87.641217072)"
3/7/12,"(41.895764685, -87.622173496)"
3/4/12,"(41.955163355, -87.754010914)"
1/9/12,"(41.873904973, -87.758057209)"
2/4/12,"(41.757173846, -87.565903876)"
3/10/12,"(41.728852906, -87.554118677)"
3/3/12,"(41.740656981, -87.544185448)"
1/1/12,"(41.809621907, -87.59853277)"
1/9/12,"(41.95481831, -87.705599768)"
1/11/12,"(41.919245618, -87.746182538)"
3/11/12,"(41.946420812, -87.747087481)"
3/3/12,"(41.927861283, -87.750252428)"
4/6/12,"(41.891791478, -87.620917415)"
1/8/12,"(41.882470918, -87.627847625)"
3/7/12,"(41.993075419, -87.703127193)"
4/8/12,"(41.906760767, -87.722774741)"
3/6/12,"(41.883009042, -87.685161952)"
3/1/12,"(41.742604003, -87.609839386)"
1/11/12,"(41.896951553, -87.763639168)"
4/4/12,"(41.74297018, -87.613085475)"
1/8/12,"(41.956966127, -87.646026725)"
4/2/12,"(41.700943885, -87.539778946)"
2/8/12,"(41.905823149, -87.68343977)"
4/2/12,"(41.750111323, -87.644030737)"
1/8/12,"(41.786359119, -87.696527928)"
3/4/12,"(41.870013763, -87.726102154)"
2/8/12,"(41.832156013, -87.626668478)"
1/5/12,"(41.750476891, -87.601523766)"
1/1/12,"(41.812713636, -87.603963101)"
2/5/12,"(41.909815797, -87.665232362)"
2/2/12,"(41.843879386, -87.620432585)"
4/2/12,"(41.689730534, -87.636251198)"
3/11/12,"(41.882870512, -87.77474799)"
4/10/12,"(41.835947057, -87.734045986)"
3/1/12,"(41.948279589, -87.649516667)"
3/1/12,"(41.871868682, -87.761893959)"
3/8/12,"(41.715317722, -87.566731654)"
2/9/12,"(41.795868205, -87.625732367)"
1/1/12,"(41.922450893, -87.632206293)"
2/12/12,"(41.851875499, -87.697434784)"
1/1/12,"(41.797572754, -87.601263259)"
1/5/12,"(41.904370109, -87.631460067)"
2/1/12,"(41.844452205, -87.646432188)"
2/8/12,"(41.805968289, -87.673409685)"
2/7/12,"(41.869961062, -87.771835062)"
2/11/12,"(41.798037176, -87.747264578)"
4/9/12,"(41.904285353, -87.667927579)"
3/3/12,"(41.989129402, -87.71272248)"
1/10/12,"(41.936986009, -87.748129492)"
3/7/12,"(41.793935909, -87.625680278)"
3/9/12,"(41.86012907, -87.706710271)"
3/1/12,"(41.883500187, -87.627876698)"
1/12/12,"(41.715442357, -87.618861309)"
3/6/12,"(41.859807229, -87.721327397)"
1/12/12,"(41.742476703, -87.544221794)"
1/11/12,"(41.806677076, -87.675456432)"
2/3/12,"(41.736422497, -87.551407506)"
4/6/12,"(41.751752845, -87.564520874)"
3/6/12,"(41.899172336, -87.626506771)"
3/4/12,"(41.878797303, -87.761769811)"
3/2/12,"(41.880263631, -87.763607487)"
4/7/12,"(41.80416138, -87.727490913)"
3/2/12,"(41.996438345, -87.698381505)"
4/8/12,"(41.752909599, -87.580899821)"
4/6/12,"(41.771674036, -87.572406646)"
2/6/12,"(41.771383592, -87.662781309)"
2/4/12,"(41.867182318, -87.71694689)"
3/1/12,"(41.700359791, -87.62332729)"
3/12/12,"(41.979006297, -87.906463155)"
1/11/12,"(41.909791541, -87.733403544)"
1/6/12,"(41.910005597, -87.715803996)"
1/9/12,"(41.885696437, -87.748704291)"
2/9/12,"(41.75676957, -87.604545579)"
1/5/12,"(41.911503263, -87.687250762)"
3/6/12,"(41.775519362, -87.654390481)"
2/3/12,"(41.834124242, -87.669073117)"
4/2/12,"(41.88233367, -87.627841791)"
4/5/12,"(41.853004763, -87.618782294)"
1/10/12,"(41.961387612, -87.654887983)"